tweets,class
"RT @RollingStone: MTV Video Music Awards: Taylor Swift, Ed Sheeran, Beyonc¨¦ lead #VMA nominees. See the full list http://t.co/M3eaokSvxB",Ham
"fuck Taylor swift honestly",Ham
"You started a war  https://t.co/z2oQfe4DVh",Ham
"RT @iMadeSmartCool: Nicki Minaj says Black women influence pop culture & are rarely rewarded for it (TRUE!) & Taylor Swift says stop pittin¡­",Ham
"RT @Miss_Ethiopiaa: OoOoOooO remember when RiHamnna\'s BBHMM video was deemed too violent but Taylor Swift\'s Bad Blood video was deemed badas¡­",Ham
"RT @httprepon: taylor swift\'s tweets to nicki minaj are something piper cHampman would say",Ham
"RT @musicnews_shade: Using a picture perfect photo of Taylor and an unflattering five year old photo of Nicki¡­the propaganda https://t.co/e¡­",Ham
"tf\'s going on with taylor swift",Ham
"RT @biIlyaItman: TAYLOR SWIFT hasNT SAID SHIT ABOUT RACISM IN THE MUSIC INDUSTRY BUT SHES SO UPSET ABOUT NICKI pitting women against eacho¡­",Ham
"RT @WTFKAREEM: Nicki\'s Anaconda video sHamttered that vevo record on her own but Taylor Swift needed all of Hollywood to beat it. that\'s tHam¡­",Ham
"TAYLOR SWIFT ILY BUT LMAO",Ham
"RT @PeteBlackburn: that time Taylor Swift distracted Patrick Kane during a game, leading to an opponent¡¯s goal http://t.co/UgFe3RDCEG http:¡­",Ham
"RT @rogerfair777: @mraaeee why does this remind of the little you lmao https://t.co/lzPmtwt6E3",Ham
"why is taylor swift",Ham
"RT @httprepon: taylor swift\'s tweets to nicki minaj are something piper cHampman would say",Ham
"RT @gpcadernog: Taylor Swift e Ed Sheeran lideram indica??es para MTV Video Music Awards #VMAs http://t.co/HHhdMyjANy http://t.co/XG16yAXMe5",Ham
"RT @jeszelmarie: Let\'s be real tho that nicki minaj tweet was definitely abt taylor swift lol",Ham
"RT @6GODMANI: when you realize Kanye tried to warn us all about Taylor Swift back in 2009 but all we did was make him look bad http://t.co/¡­",Ham
"RT @buzzovernewser: Taylor Swift Celebrates \'\'Bad Blood\'\' MTV VMA Nomination With Badass Throwback ... - E! Online http://t.co/hzXEom7k3M",Ham
"RT @musicnews_shade: Within less than a year 1989 by Taylor Swift outsold Nicki Minaj\'s whole album discography http://t.co/oFofgNVDy1",Ham
"RT @LavishWaysEnt: Taylor Swift and Nicki Minaj Trade Remarks about VMA Snub: Getty Image Taylor Swift?and?Nicki Minaj?get into a... http:/¡­",Ham
"RT @moviesovernewz: Taylor Swift Takes Nicki Minaj\'s VMA Twitter Rant Personally http://t.co/gyf4RlTcKB http://t.co/a30ZVrKIOd",Ham
"RT @billboard: Taylor Swift and Nicki Minaj trade barbs on Twitter over VMA snub: http://t.co/aY3l3MWeNT",Ham
"RT @buzzovernewser: Nicki Minaj And Taylor Swift Are Hamving It Out On Twitter Over The VMAs http://t.co/FqAjP6HOWm http://t.co/50Vxkd81zn",Ham
"RT @buzzovernewser: Nicki Minaj And Taylor Swift Are Hamving It Out On Twitter Over The VMAs http://t.co/1YhbhFJskR http://t.co/3OJiHamBA9C",Ham
"RT @musicnews_shade: Using a picture perfect photo of Taylor and an unflattering five year old photo of Nicki¡­the propaganda https://t.co/e¡­",Ham
"RT @musicnews_shade: Within less than a year 1989 by Taylor Swift outsold Nicki Minaj\'s whole album discography http://t.co/oFofgNVDy1",Ham
"RT @kysagb: Taylor swift is the most overrated artist in the industry",Ham
"RT @CamilaMyIdol: I love Taylor swift ??",Ham
"Nicki minaj and Taylor swift are fighting ohhhh shit??????",Ham
"@Makes_youHamppy Taylor Swift",Ham
"RT @nrvsa: I am sick + TIRED OF TAYLOR MOTHER FUCKING SWIFT BEING NOMINATED EVERY DAMN YEAR, SWEEPING NOMINATIONS.",Ham
"RT @jaaypalacios: Taylor swift, shut up lol",Ham
"RT @zayncities: I love Taylor swift but she doesn\'t understand. This is not about women, this is about POC artist who don\'t get the same cr¡­",Ham
"RT @IamAkademiks: Clearly Taylor Swift caught Nicki Minaj sneak Dissing.. I know she don\'t want it with Beyonc¨¦... http://t.co/vX9VV6mViP",Ham
"RT @musicnews_facts: Taylor Swift defending rappers Nicki Minaj and Iggy Azalea for not getting enough credit, in 2014 on an interview. htt¡­",Ham
"RT @AcousticNash: NICKI MINAJ & TAYLOR SWIFT TWITTER BEEF GOT ME LIKE http://t.co/SfuhJR2DHW",Ham
"RT @billboard: Taylor Swift and Nicki Minaj trade barbs on Twitter over VMA snub: http://t.co/aY3l3MWeNT",Ham
"RT @SpencerAlthouse: Me waiting for more Taylor Swift and Nicki Minaj tweets. http://t.co/vRTNxwgof6",Ham
"RT @lexi4prez: Get 1% of the credit Taylor swift and Emma Watson do.",Ham
"RT @GraceSpelman: SHE¡¯S CHEER CAPTAIN AND I¡¯M ON THE BLEACHERS¡± - Taylor Don¡¯t Pit Women Against Each Other¡± Swift",Ham
"*adds one more thing on the list as to why I don\'t like Taylor Swift*",Ham
"RT @BuzzFeed: Nicki Minaj and Taylor Swift are Hamving it out on Twitter over the VMAs http://t.co/57ESiwWjaK http://t.co/rm3oP7Ns4L",Ham
"RT @MattBellassai: it sucks that the story is gonna be Nicki Minaj & Taylor Swift Hamd a fight instead of the shit Nicki was talkin abt in¡­",Ham
"RT @llttledipper: Taylor Swift is only a feminist when it benefits her and her friends. She doesn\'t care about WOC or LGBTQIA+ persons.",Ham
"RT @BosNaud: Taylor Swift wanna be Ghostface so bad",Ham
"couldn\'t use a regular picture of nicki ?  https://t.co/XwW46wY2U5",Ham
"#TaylorSwift #fake #topless #Nude #nipples #tits #boobs #ass #pussy #seethru #celebrity #celebs #naked #topless http://t.co/qJhTOvAdsN",Ham
"RT @CaIIumHowden: No matter how much you Hamte Taylor Swift you\'ll always know all of the lyrics to at least 3 of her songs",Ham
"i need taylor swift\'s career to end right now effective immediately",Ham
"RT @musicnews_shade: Within less than a year 1989 by Taylor Swift outsold Nicki Minaj\'s whole album discography http://t.co/oFofgNVDy1",Ham
"RT @iMadeSmartCool: Nicki Minaj says Black women influence pop culture & are rarely rewarded for it (TRUE!) & Taylor Swift says stop pittin¡­",Ham
"RT @_virgencitaa: Taylor Swift and her fans are gonna cry racism towards white women after What Nicki said",Ham
"RT @_virgencitaa: So Nicki can\'t talk about black women not being nominated without white feminists like Taylor Swift calling her a bad fem¡­",Ham
"RT @6GODMANI: when you realize Kanye tried to warn us all about Taylor Swift back in 2009 but all we did was make him look bad http://t.co/¡­",Ham
"RT @taylorswift_0_: I want a guy who takes cHamrge but lets me have my say once in a while. - Taylor Swift",Ham
"RT @alleycat_s: Waiting on Taylor swift to say some more dumb shit ?? http://t.co/SYOHSyhIIp",Ham
"RT @6GODMANI: when you realize Kanye tried to warn us all about Taylor Swift back in 2009 but all we did was make him look bad http://t.co/¡­",Ham
"Ho appena bloccato Taylor Swift????????????",Ham
"RT @FAIEREY: everytime i think maybe taylor swift is okay she pulls some white ignorant feminist bullshit like this and keeps me woke, than¡­",Ham
"Taylor Swift and Nicki Minaj twitter war uh ohhh",Ham
"Taylor Swift convida Andreja Pejic para participar de show: Depois de Kendall Jenner, Karlie Kloss, Cara Delev... http://t.co/DpNmjkWozY",Ham
"RT @MattBellassai: I can\'t wait for my first fight with Taylor Swift",Ham
"RT @mileymyobsessed: VMA com Miley Cyrus, Nicki Minaj e Taylor Swift no mesmo local vai se resumir na terceira guerra mundial, VEM DIA 30 D¡­",Ham
"I don\'t understand What Taylor swift is trying to accomplish with this...",Ham
"Why is Taylor Swift even opening her mouth",Ham
"RT @_xmarissabee: Damn, Taylor Swift VS Nicki Minaj. http://t.co/dDmXAaF7ue",Ham
"#MTVHits Taylor Swift revoltas no #PARCASNoMTVHits",Ham
"RT @itsjoaovitorr: Quem ¨¦ Taylor Swift comparada como m Nicki Minaj???",Ham
"RT @rxissa: GIRL SOLANGE JUST RETWEETED NICKI. THIS IS NOT YOUR FIGHT ANYMORE QUIT NOW . @taylorswift http://t.co/FKvDzVShrj",Ham
"RT @6GODMANI: when you realize Kanye tried to warn us all about Taylor Swift back in 2009 but all we did was make him look bad http://t.co/¡­",Ham
"Taylor Swift leads MTV VMA nominations http://t.co/l1v2rUens6 jiveMandiB",Ham
"RT @RetweetTheSongs: Yeah, the VMAS nominations are not the best ones this year, but stop saying Taylor Swift didin\'t deserve her nominatio¡­",Ham
"RT @laynemorgan: Nicki Minaj and Taylor Swift are fighting. I feel unsafe. I need an adult.",Ham
"RT @MADBLACKTWINK: Taylor swift in the room writing bad blood part 2",Ham
"I have NEVER EVER EVER EVER LIKED TAYLOR SWIFT AND NOW I HamTE HER MORE than EVER",Ham
"I Hamte buzzfeed more than Taylor swift but they are practically intercHamngeable",Ham
"woah there Taylor swift.. watch yourself.. https://t.co/FVXjtPQKiE",Ham
"RT @LanaFanFiction: Lana suddenly gets a migraine over the Nicki Minaj and Taylor Swift VMA\'s drama. thank god I never get nominated for a¡­",Ham
"that\'s some good tea https://t.co/xAVnBuABYY",Ham
"RT @musicnews_shade: Using a picture perfect photo of Taylor and an unflattering five year old photo of Nicki¡­the propaganda https://t.co/e¡­",Ham
"Taylor Swift lidera las nominaciones de los premios MTV http://t.co/lOWLN5DrZ1",Ham
"Taylor Swift, Ed Sheeran y Beyonc¨¦ lideran los MTV Video Music Awards 2015 http://t.co/vsI4vUGGo3",Ham
"Twitter don\'t Recc Taylor swift to me",Ham
"RT @QuoteTaySwift: You\'re not the opinion of someone who doesn\'t know you. - Taylor Swift",Ham
"RT @WeNeedFeminlsm: Reasons why I love Taylor Swift ?????? http://t.co/5DgWJlBzmI",Ham
"RT @onikallah: ok @ yall using a perfectly good pic for taylor but a horrid 4-year-old pic for nicki, your bias is clear already https://t.¡­",Ham
"RT @musicnews_shade: Using a picture perfect photo of Taylor and an unflattering five year old photo of Nicki¡­the propaganda https://t.co/e¡­",Ham
"RT @maircos: In Brazil we don\'t say Taylor Swift we say Falsiane and I think that\'s beautiful",Ham
"RT @jocievankirk: oh shit @ nicki minaj and taylor swift drama on twitter",Ham
"RT @NiggaHighasShit: In Brazil we don\'t say Taylor Swift, we say falsiane.",Ham
"RT @musicnews_facts: Remember when Nicki Minaj blocked her own fans who were joking about Taylor Swift\'s Mother\'s cancer?",Ham
"RT @CleverlyChloe: Kanye reading Nicki Minaj & Taylor Swift tweets lik ....NICKI TELL ME WHEN! http://t.co/bg1qtlqi1n",Ham
"can somebody tell taylor swift to shut her white feminist ass up pls I have a headache",Ham
"RT @6GODMANI: when you realize Kanye tried to warn us all about Taylor Swift back in 2009 but all we did was make him look bad http://t.co/¡­",Ham
"Find #TaylorSwift #phoenix #tickets at http://t.co/Yxmv8EHuA7 for 2 shows in Aug along with Vance Joy. A must see! http://t.co/HnyAzi3s5Q",Ham
"RT @mendesluvs: how can you ever Hamte Taylor Swift.... https://t.co/JxJSFjbkh1",Ham
"RT @MattBellassai: I can\'t wait for my first fight with Taylor Swift",Ham
"#Anaconda wasn\'t one of our favorite @NICKIMINAJ videos BUT that #choreography was everything! #KeepItRealNicki https://t.co/VnLAug02F1",Ham
"RT @Chicago_History: Hope you enjoyed #Chicago @taylorswift13 ~ #ChicagoHistory #TaylorSwift @SoldierField http://t.co/Sfm4jhmvL9",Ham
"RT @Chicago_History: Possibly the busiest Saturday ever in #Chicago ~ #BlackHamwksConvention #TaylorSwift #WhiteSox #Pitchfork http://t.co/¡­",Ham
"I actually really like Taylor Swift, she missed road tonight but you guys bible says forgive and forget please loool",Ham
"RT @sailornegro: Wasn\'t Taylor Swift just scrappin with Steve Jobs via ouija board last week??",Ham
"RT @swiftiepromises: I fucking love Taylor swift",Ham
"RT @JessiKaSwift13: Taylor Swift got nominated for 9 awards because she worked her ass off for two years on 1989. Being bitter won\'t get yo¡­",Ham
"Taylor Swift and Nicki Minaj Trade Remarks about VMA?Snub https://t.co/W6F3D18vdP http://t.co/oVVNBKDU39",Ham
"who cares about taylor swift lmao all her songs sound the same !! pls recede into the sHamdows !",Ham
"nobody was even talking about taylor swift...bye",Ham
"Taylor swift not wrong for What she said either tho , yall just choosing cause nicki black .",Ham
"RT @iSpeakNow_13: 50 RTs and I\'ll make an I love Taylor Swift sign and bring it to the Nicki Minaj concert tomorrow",Ham
"RT @moonlitcabello: Taylor is nominated in every category oh my god they\'re literally gonna be like the VMA for best male video is....TAYL¡­",Ham
"RT @RollingStone: MTV Video Music Awards: Taylor Swift, Ed Sheeran, Beyonc¨¦ lead #VMA nominees. See the full list http://t.co/M3eaokSvxB",Ham
"This is What photographers for Taylor Swift\'s concerts agree to. http://t.co/Xf9abqdCJV http://t.co/60sL6Fo9o7 via masHamble",Ham
"Taylor Swift actually trained as a fighter for her \'Bad Blood\' video, and there\'s video: http://t.co/5Ls1UoE3YM http://t.co/Sk3uF44eew ¡­",Ham
"Taylor Swift responds to Nicki Minaj\'s tweet storm about VMAs \'Anaconda\' snub http://t.co/d3ZMRZdM1d http://t.co/FAQwZnQeii via masHamble",Ham
"Now Playing: Taylor Swift - Bad Blood (Feat. Kendrick Lamar) #realradio #music #nowplaying",Ham
"RT @BuzzFeed: Nicki Minaj and Taylor Swift are Hamving it out on Twitter over the VMAs http://t.co/57ESiwWjaK http://t.co/rm3oP7Ns4L",Ham
"Taylor Swift Worth $200 million Sheesh...",Ham
"RT @gima2327: Watch Taylor Swift and #Sam #Hunt http://t.co/UGR8kz1gUJ http://t.co/qoGZ8o063i",Spam
"Taylor Swift Clothing Line Coming¡­To China... #news #Philly #Philadelphia http://t.co/vGiYohWxtp",Ham
"@benadryI: Taylor Swift replying to Nicki\'s tweet is the PERFECT example of white girls thinking everything is about them @taylorswift13",Ham
"RT @6GODMANI: when you realize Kanye tried to warn us all about Taylor Swift back in 2009 but all we did was make him look bad http://t.co/¡­",Ham
"RT @justjaredjr: Whoa! Taylor Swift is not Hamppy with Nicki Minaj for her VMA diss: http://t.co/8wEO6sLwkz http://t.co/KyhRQY6Mw6",Ham
"RT @TSwiftNZ: Hilary Duff on Taylor Swift http://t.co/2v7Z12jJe3",Ham
"RT @TheDeeKosh: Taylor Swift and Nicki Minaj bout to get at it. *grabs pop corn* http://t.co/cl83T9V710",Ham
"Taylor Swift To Launch Her Own Clothing Line http://t.co/qxFNXs0JhY via @Hamrpersbazaarus",Ham
"RT @httprepon: taylor swift\'s tweets to nicki minaj are something piper cHampman would say",Ham
"Nicki minaj ???? https://t.co/Hz0oTT0oGp",Ham
"RT @AlberCore: Ariana grande https://t.co/HNITlYP91L",Ham
"RT @_CallMeLola: This is largely why I don\'t like Taylor Swift and can\'t take anything she says seriously.  http://t.co/5YV9Oql9QR",Ham
"RT @StubHub: Taylor Swift is on tour! Get your tickets on StubHub today. https://t.co/MK3FVoG53D",Ham
"Too much Wonderwall  Taylor Swift",Ham
"Taylor Swift Stars in Keds ¡®Ladies First¡¯ Campaign http://t.co/pBLfCNSN9q",Ham
"@Hamnkhillbooty @kerrycoolface she looks a lot like Taylor Swift",Ham
"RT @musicnews_shade: Using a picture perfect photo of Taylor and an unflattering five year old photo of Nicki¡­the propaganda https://t.co/e¡­",Ham
"RT @SPENCERcNIEMETZ: taylor swift trying to navigate her way through the concept of equality http://t.co/EJ4axV6JIM",Ham
"RT @TheThirdPew: How long has Taylor Swift been MIA on intersectional feminism or have I missed something",Ham
"RT @blemur: Rly excited for Taylor Swift\'s new song All Lives Matter from her new album Sweetie, Racism is Dead :)",Ham
"is taylor swift serious right now ????????????",Ham
"RT @6GODMANI: when you realize Kanye tried to warn us all about Taylor Swift back in 2009 but all we did was make him look bad http://t.co/¡­",Ham
"comparing Nicki Minaj to Taylor Swift is like comparing silicon to a horseshoe...",Ham
"RT @lukejdbs: Taylor Swift is the perfect example of someone who\'s fake socially aware of issues. She\'ll only speak about issues if it rela¡­",Ham
"when u lose followers for calling out taylor swift\'s white feminism :-)",Ham
"@NICKIMINAJ Who is Taylor Swift?",Ham
"Sobre a Taylor Swift http://t.co/qZTxNdWWjM",Ham
"RT @sailoralien: TAYLOR SWIFT ANNOUNCES NEW SONG: JIBOIA",Ham
"RT @liveinlimbo: Taylor Swift calms down rebellious photographers via @masHambale http://t.co/qzkJpQ8MkY",Ham
"I disappoint myself when I catch myself singing along to a terrible song on the radio. This time: Bad Blood. Sorry #TaylorSwift.",Ham
"RT @wasabieber: Taylor swift is highkey over hyped like I\'m not putting her down but there\'s other great artists who are slept on that dese¡­",Ham
"RT @billyeichner: Sorry Nicki Minaj but it\'s not Taylor Swift\'s fault that she made the BEST video of ALL TIME!!! http://t.co/n3cDZ8VAE3",Ham
